Sensor,Timestamp,DateTime,Date,Time,TimeNumeric,Seconds,Period,Temperature (°C),Humidity (%RH),Pressure (hPa),NO2 (ppm),NO2 (µg/m3),CO (ppm),CO (mg/m3),O3 (ppm),O3 (µg/m3),NO (ppm),NO (µg/m3),PM1 (µg/m3),PM2.5 (µg/m3),PM10 (µg/m3),UPT (s)
AQT530_T3810933,1648642258,2022-03-30T14:10:58,2022-03-30,14:10:58,14.166666666666666,0,Day,12.8,69.8,987.5,1.483,2.8340253310041383,,,,,,,0.0,0.0,0.0,63
AQT530_T3810933,1648642318,2022-03-30T14:11:58,2022-03-30,14:11:58,14.183333333333334,60,Day,12.8,69.7,987.4,2.699,5.1572891319092005,,,0.0,0.0,,,6.7,11.1,25.5,123
AQT530_T3810933,1648642378,2022-03-30T14:12:58,2022-03-30,14:12:58,14.2,120,Day,12.7,71.6,987.3,1.9669999999999999,3.759506791123628,,,,,,,6.7,11.1,25.5,183
AQT530_T3810933,1648642438,2022-03-30T14:13:58,2022-03-30,14:13:58,14.216666666666667,180,Day,12.7,71.6,987.3,1.48,2.8287087192999336,,,,,,,6.7,11.1,25.5,243
AQT530_T3810933,1648642498,2022-03-30T14:14:58,2022-03-30,14:14:58,14.233333333333333,240,Day,12.7,71.6,987.2,1.0959999999999999,2.094561312090175,,,,,,,6.7,11.1,25.5,303
AQT530_T3810933,1648642558,2022-03-30T14:15:58,2022-03-30,14:15:58,14.25,300,Day,12.6,70.9,987.2,0.785,1.5007354368477963,,,,,,,6.7,11.1,25.5,362
AQT530_T3810933,1648642618,2022-03-30T14:16:58,2022-03-30,14:16:58,14.266666666666667,360,Day,12.4,70.6,987.2,0.532,1.0177712711045517,,,-0.0,-0.0,,,6.7,11.1,25.5,422
AQT530_T3810933,1648642678,2022-03-30T14:17:58,2022-03-30,14:17:58,14.283333333333333,420,Day,12.3,71.6,987.1,0.325,0.621913578180199,,,0.001,0.0019963453933191486,,,6.7,11.1,25.5,482
AQT530_T3810933,1648642738,2022-03-30T14:18:58,2022-03-30,14:18:58,14.3,480,Day,12.3,72.7,987.1,0.155,0.2966049372859411,,,0.276,0.550991328556085,,,6.7,11.1,25.5,542
AQT530_T3810933,1648642798,2022-03-30T14:19:58,2022-03-30,14:19:58,14.316666666666666,540,Day,12.3,71.2,987.1,0.018000000000000002,0.034444444329980256,,,0.48700000000000004,0.9722202065464253,,,6.7,11.1,25.5,602
AQT530_T3810933,1648642858,2022-03-30T14:20:58,2022-03-30,14:20:58,14.333333333333334,600,Day,12.3,70.6,987.0,,,,,0.637,1.271543186447393,0.008,0.00998404265444434,6.7,11.1,25.5,662
AQT530_T3810933,1648642918,2022-03-30T14:21:58,2022-03-30,14:21:58,14.35,660,Day,12.3,70.9,987.0,,,,,0.619,1.2356126097502922,0.084,0.10483244787166557,7.3,10.6,20.5,722
AQT530_T3810933,1648642978,2022-03-30T14:22:58,2022-03-30,14:22:58,14.366666666666667,720,Day,12.3,70.7,987.0,,,,,0.58,1.1577630269065744,0.146,0.1822087784436092,7.3,10.6,20.5,782
AQT530_T3810933,1648643038,2022-03-30T14:23:58,2022-03-30,14:23:58,14.383333333333333,780,Day,12.3,71.0,987.0,-0.0,-0.0,,,0.542,1.0819095872126956,0.196,0.2446090450338863,7.3,10.6,20.5,842
AQT530_T3810933,1648643098,2022-03-30T14:24:58,2022-03-30,14:24:58,14.4,840,Day,12.3,71.2,987.0,-0.0,-0.0,,,0.507,1.012044576968333,0.23399999999999999,0.2920332476424969,7.3,10.6,20.5,902
AQT530_T3810933,1648643158,2022-03-30T14:25:58,2022-03-30,14:25:58,14.416666666666666,900,Day,12.2,70.7,986.9,,,,,0.474,0.9464075389357715,0.264,0.3295554775085312,7.3,10.6,20.5,962
AQT530_T3810933,1648643218,2022-03-30T14:26:58,2022-03-30,14:26:58,14.433333333333334,960,Day,12.2,70.6,986.9,,,,,0.44299999999999995,0.8845116872332209,0.285,0.3557701177648916,7.3,10.6,20.5,1022
AQT530_T3810933,1648643278,2022-03-30T14:27:58,2022-03-30,14:27:58,14.45,1020,Day,12.2,71.0,986.9,,,,,0.414,0.8266091162856738,0.301,0.3757431770078329,7.3,10.6,20.5,1082
AQT530_T3810933,1648643338,2022-03-30T14:28:58,2022-03-30,14:28:58,14.466666666666667,1080,Day,12.2,71.9,986.9,,,,,0.387,0.7726998260931299,0.312,0.38947465523735497,7.3,10.6,20.5,1142
AQT530_T3810933,1648643398,2022-03-30T14:29:58,2022-03-30,14:29:58,14.483333333333333,1140,Day,12.2,73.5,986.9,,,,,0.359,0.7167938955230843,0.32,0.39946118485882565,7.3,10.6,20.5,1202
AQT530_T3810933,1648643458,2022-03-30T14:30:58,2022-03-30,14:30:58,14.5,1200,Day,12.2,71.2,986.8,-0.0,-0.0,,,0.337,0.6727996272801402,0.322,0.4019170879281649,7.3,10.6,20.5,1262
AQT530_T3810933,1648643518,2022-03-30T14:31:58,2022-03-30,14:31:58,14.516666666666667,1260,Day,12.2,73.6,986.8,0.0,0.0,,,0.312,0.6228886757014946,0.32299999999999995,0.4031652776422275,5.2,8.0,12.1,1322
AQT530_T3810933,1648643578,2022-03-30T14:32:58,2022-03-30,14:32:58,14.533333333333333,1320,Day,12.3,72.0,986.8,,,,,0.29100000000000004,0.5807599508976342,0.32,0.39928078181988547,5.2,8.0,12.1,1382
AQT530_T3810933,1648643638,2022-03-30T14:33:58,2022-03-30,14:33:58,14.55,1380,Day,12.3,71.2,986.8,,,,,0.273,0.5448366549658218,0.313,0.39054651471757545,5.2,8.0,12.1,1442
AQT530_T3810933,1648643698,2022-03-30T14:34:58,2022-03-30,14:34:58,14.566666666666666,1440,Day,12.3,70.4,986.8,,,,,0.254,0.5069176203711309,0.305,0.3805644951720783,5.2,8.0,12.1,1502
AQT530_T3810933,1648643758,2022-03-30T14:35:58,2022-03-30,14:35:58,14.583333333333334,1500,Day,12.3,71.0,986.7,,,,,0.237,0.47294213139738306,0.29600000000000004,0.36929729566787084,5.2,8.0,12.1,1562
AQT530_T3810933,1648643818,2022-03-30T14:36:58,2022-03-30,14:36:58,14.6,1560,Day,12.3,70.3,986.7,,,,,0.22,0.439018012267613,0.287,0.35806866167796936,5.2,8.0,12.1,1622
AQT530_T3810933,1648643878,2022-03-30T14:37:58,2022-03-30,14:37:58,14.616666666666667,1620,Day,12.3,70.8,986.7,-0.0,-0.0,,,0.205,0.40908496597663935,0.276,0.34434477569031197,5.2,8.0,12.1,1682
AQT530_T3810933,1648643938,2022-03-30T14:38:58,2022-03-30,14:38:58,14.633333333333333,1680,Day,12.3,70.4,986.7,,,0.038,4.425018862664791e-05,0.19,0.3791519196856658,0.265,0.33062088970265463,5.2,8.0,12.1,1742
AQT530_T3810933,1648643998,2022-03-30T14:39:58,2022-03-30,14:39:58,14.65,1740,Day,12.3,69.2,986.7,,,0.073,8.500694130908677e-05,0.17600000000000002,0.3512144098140904,0.254,0.31689700371499724,5.2,8.0,12.1,1802
AQT530_T3810933,1648644058,2022-03-30T14:40:58,2022-03-30,14:40:58,14.666666666666666,1800,Day,12.3,69.6,986.7,,,0.105,0.0001222702580473166,0.16399999999999998,0.3272679727813115,0.243,0.30317311772733985,5.2,8.0,12.1,1861
AQT530_T3810933,1648644118,2022-03-30T14:41:58,2022-03-30,14:41:58,14.683333333333334,1860,Day,12.3,69.6,986.7,-0.0,-0.0,0.132,0.000153711181545198,0.152,0.3033215357485326,0.231,0.2882016057408046,4.8,7.4,8.3,1921
AQT530_T3810933,1648644178,2022-03-30T14:42:58,2022-03-30,14:42:58,14.7,1920,Day,12.4,70.1,986.7,-0.0,-0.0,0.166,0.00019323576044541225,0.141,0.28127209875443576,0.22,0.2743815972808121,4.8,7.4,8.3,1981
AQT530_T3810933,1648644238,2022-03-30T14:43:58,2022-03-30,14:43:58,14.716666666666667,1980,Day,12.4,70.5,986.7,,,0.193,0.00022466567328894313,0.126,0.2513495350571554,0.209,0.2606625174167715,4.8,7.4,8.3,2041
AQT530_T3810933,1648644298,2022-03-30T14:44:58,2022-03-30,14:44:58,14.733333333333333,2040,Day,12.4,70.8,986.6,,,0.213,0.00024792196128637083,0.10800000000000001,0.21542062397375628,0.198,0.24691841034714127,4.8,7.4,8.3,2101
AQT530_T3810933,1648644358,2022-03-30T14:45:58,2022-03-30,14:45:58,14.75,2100,Day,12.4,70.9,986.6,,,0.23,0.00026770916007448495,0.094,0.18749572827345454,0.187,0.23320072088341118,4.8,7.4,8.3,2161
AQT530_T3810933,1648644418,2022-03-30T14:46:58,2022-03-30,14:46:58,14.766666666666667,2160,Day,12.4,69.6,986.6,,,0.245,0.0002851684531228209,0.083,0.16555473879464602,0.17600000000000002,0.21948303141968115,4.8,7.4,8.3,2221
AQT530_T3810933,1648644478,2022-03-30T14:47:58,2022-03-30,14:47:58,14.783333333333333,2220,Day,12.4,71.7,986.6,,,0.254,0.0002956440289518225,0.073,0.14560838472300192,0.166,0.20701240463447199,4.8,7.4,8.3,2281
